State,District,Population,Area,Density,Workplaces,Residential,Retail,Grocery,Parks,Stations,Air quality,Water accessibility,Thermal anomalies,Confirmed,Active,Hotspot,Growth Ratio
Andhra Pradesh,Anantapur,4083315,19130.0,213,-35,23,-78,-25,-59,-47,99,90.5,0,206,98,1,1.6091855080064200
Andhra Pradesh,Chittoor,4170468,15152.0,275,-35,23,-78,-25,-59,-47,99,90.5,1,234,82,1,1.4196741173160600
Andhra Pradesh,East Godavari,5151549,10807.0,477,-35,23,-78,-25,-59,-47,99,90.5,0,147,97,1,1.9345291152562000
Andhra Pradesh,Guntur,4889230,11391.0,429,-35,23,-78,-25,-59,-47,99,90.5,0,452,91,1,1.2230251658360900
Andhra Pradesh,Krishna,4529009,8727.0,519,-35,23,-78,-25,-59,-47,99,90.5,0,445,130,1,1.3392835830278300
Andhra Pradesh,Kurnool,4046601,17658.0,229,-35,23,-78,-25,-59,-47,99,90.5,0,673,123,1,1.2005307424960100
Andhra Pradesh,Prakasam,3392764,17626.0,192,-35,23,-78,-25,-59,-47,99,90.5,0,72,8,1,1.1175190687418600
Andhra Pradesh,S.P.S. Nellore,2966082,13076.0,227,-35,23,-78,-25,-59,-47,99,90.5,0,231,84,1,1.438551009577680
Andhra Pradesh,Srikakulam,2699471,5837.0,462,-35,23,-78,-25,-59,-47,99,90.5,0,21,13,0,1.8571584769711400
Andhra Pradesh,Visakhapatnam,4288113,11161.0,384,-35,23,-78,-25,-59,-47,99,90.5,0,93,30,1,1.3806862320338200
Andhra Pradesh,Vizianagaram,2342868,6539.0,358,-35,23,-78,-25,-59,-47,99,90.5,0,22,18,0,2.2663754066284700
Andhra Pradesh,West Godavari,3934782,7742.0,508,-35,23,-78,-25,-59,-47,99,90.5,0,83,29,1,1.418212946060470
Arunachal Pradesh,Anjaw,21089,6190.0,3,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Changlang,147951,4662.0,32,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,East Kameng,78413,4134.0,19,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,East Siang,99019,3603.0,27,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Kurung Kumey,89717,6040.0,15,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Lohit,145538,2402.0,61,-4,10,-62,-8,-11,-44,54,78.6,0,1,0,0,1.0
Arunachal Pradesh,Longding,60000,1200.0,50,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Lower Dibang Valley,53986,3900.0,14,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Lower Subansiri,82839,3508.0,24,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Namsai,95950,1587.0,60,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Papum Pare,176385,2875.0,61,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Shi Yomi,13310,2875.0,5,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Siang,31920,2919.0,11,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Tawang,49950,2085.0,24,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Tirap,111997,2362.0,47,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Upper Dibang Valley,7948,9129.0,1,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Upper Siang,35289,6188.0,6,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Upper Subansiri,83205,7032.0,12,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,West Kameng,87013,7422.0,12,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,West Siang,112272,8325.0,13,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Arunachal Pradesh,Baksa,953773,2008.0,475,-4,10,-62,-8,-11,-44,54,78.6,0,0,0,0,1.0
Assam,Barpeta,1693190,3245.0,522,-21,16,-74,-25,-24,-50,72,69.9,0,13,13,0,2.718281828459050
Assam,Bongaigaon,732639,1724.0,425,-21,16,-74,-25,-24,-50,72,69.9,0,5,0,0,1.0
Assam,Cachar,1736319,3786.0,459,-21,16,-74,-25,-24,-50,72,69.9,0,34,24,0,2.0256332200586400
Assam,Chirang,481818,1975.0,244,-21,16,-74,-25,-24,-50,72,69.9,0,6,6,0,2.718281828459050
Assam,Darrang,908090,1849.0,491,-21,16,-74,-25,-24,-50,72,69.9,0,8,8,0,2.718281828459050
Assam,Dhemaji,688077,3237.0,213,-21,16,-74,-25,-24,-50,72,69.9,0,5,5,0,2.718281828459050
Assam,Dhubri,1948632,2838.0,687,-21,16,-74,-25,-24,-50,72,69.9,0,9,4,1,1.5596234976067800
Assam,Dibrugarh,1327748,3381.0,393,-21,16,-74,-25,-24,-50,72,69.9,0,1,1,0,2.718281828459050
Assam,Dima Hasao,213529,4888.0,44,-21,16,-74,-25,-24,-50,72,69.9,0,7,7,0,2.718281828459050
Assam,Goalpara,1008959,1824.0,553,-21,16,-74,-25,-24,-50,72,69.9,0,16,12,1,2.117000016612680
Assam,Golaghat,1058674,3502.0,302,-21,16,-74,-25,-24,-50,72,69.9,0,143,134,1,2.552473622617250
Assam,Hailakandi,659260,1327.0,497,-21,16,-74,-25,-24,-50,72,69.9,0,10,9,0,2.45960311115695
Assam,Jorhat,1091295,2851.0,383,-21,16,-74,-25,-24,-50,72,69.9,0,11,7,0,1.8895971087303100
