State,District,Population,Area,Density,Confirmed,Active,Retail,Grocery,Parks,Stations,Workplaces,Residential
Andhra Pradesh,Anantapur,4083315,19130,213,136,40,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Chittoor,4170468,15152,275,208,110,-78,-25,-59,-47,-35,+23
Andhra Pradesh,East Godavari,5151549,10807,477,59,16,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Guntur,4889230,11391,429,426,90,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Krishna,4529009,8727,519,396,100,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Kurnool,4046601,17658,229,638,170,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Prakasam,3392764,17626,192,67,4,-78,-25,-59,-47,-35,+23
Andhra Pradesh,S.P.S. Nellore,2966082,13076,227,182,75,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Srikakulam,2699471,5837,462,16,11,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Visakhapatnam,4288113,11161,384,81,33,-78,-25,-59,-47,-35,+23
Andhra Pradesh,Vizianagaram,2342868,6539,358,16,12,-78,-25,-59,-47,-35,+23
Andhra Pradesh,West Godavari,3934782,7742,508,75,21,-78,-25,-59,-47,-35,+23
Arunachal Pradesh,Anjaw,21089,6190,3,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Changlang,147951,4662,32,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,East Kameng,78413,4134,19,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,East Siang,99019,3603,27,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Kurung Kumey,89717,6040,15,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Lohit,145538,2402,61,1,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Longding,60000,1200,50,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Lower Dibang Valley,53986,3900,14,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Lower Subansiri,82839,3508,24,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Namsai,95950,1587,60,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Papum Pare,176385,2875,61,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Shi Yomi,13310,2875,5,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Siang,31920,2919,11,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Tawang,49950,2085,24,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Tirap,111997,2362,47,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Upper Dibang Valley,7948,9129,1,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Upper Siang,35289,6188,6,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Upper Subansiri,83205,7032,12,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,West Kameng,87013,7422,12,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,West Siang,112272,8325,13,0,0,-62,-8,-11,-44,-4,+10
Arunachal Pradesh,Baksa,953773,2008,475,0,0,-62,-8,-11,-44,-4,+10
Assam,Barpeta,1693190,3245,522,13,13,-74,-25,-24,-50,-21,+16
Assam,Bongaigaon,732639,1724,425,5,0,-74,-25,-24,-50,-21,+16
Assam,Cachar,1736319,3786,459,34,24,-74,-25,-24,-50,-21,+16
Assam,Chirang,481818,1975,244,6,6,-74,-25,-24,-50,-21,+16
Assam,Darrang,908090,1849,491,1,1,-74,-25,-24,-50,-21,+16
Assam,Dhemaji,688077,3237,213,4,4,-74,-25,-24,-50,-21,+16
Assam,Dhubri,1948632,2838,687,8,3,-74,-25,-24,-50,-21,+16
Assam,Dibrugarh,1327748,3381,393,1,1,-74,-25,-24,-50,-21,+16
Assam,Dima Hasao,213529,4888,44,7,7,-74,-25,-24,-50,-21,+16
Assam,Goalpara,1008959,1824,553,11,7,-74,-25,-24,-50,-21,+16
Assam,Golaghat,1058674,3502,302,96,87,-74,-25,-24,-50,-21,+16
Assam,Hailakandi,659260,1327,497,9,8,-74,-25,-24,-50,-21,+16
Assam,Jorhat,1091295,2851,383,11,7,-74,-25,-24,-50,-21,+16
Assam,Kamrup,1517202,3480,436,20,19,-74,-25,-24,-50,-21,+16
Assam,Kamrup Metropolitan,1260419,627,2010,179,166,-74,-25,-24,-50,-21,+16
Assam,Karbi Anglong,965280,10434,93,2,2,-74,-25,-24,-50,-21,+16
Assam,Karimganj,1217002,1809,673,26,24,-74,-25,-24,-50,-21,+16
Assam,Kokrajhar,886999,3129,283,13,13,-74,-25,-24,-50,-21,+16
Assam,Lakhimpur,1040644,2277,457,25,24,-74,-25,-24,-50,-21,+16
Assam,Morigaon,957853,1704,562,20,14,-74,-25,-24,-50,-21,+16
Assam,Nagaon,2826006,3831,738,18,18,-74,-25,-24,-50,-21,+16
Assam,Nalbari,769919,1009,763,17,13,-74,-25,-24,-50,-21,+16
Assam,Sivasagar,1150253,2668,431,12,12,-74,-25,-24,-50,-21,+16
Assam,Sonitpur,1925975,5324,362,14,14,-74,-25,-24,-50,-21,+16
Assam,Tinsukia,1316948,3790,347,6,6,-74,-25,-24,-50,-21,+16
Assam,Udalguri,832769,1676,497,2,2,-74,-25,-24,-50,-21,+16
Bihar,Araria,2806200,2829,992,14,12,-70,+3,-8,-44,-20,+11
Bihar,Arwal,700843,638,1098,33,23,-70,+3,-8,-44,-20,+11
Bihar,Aurangabad,2511243,3303,760,59,41,-70,+3,-8,-44,-20,+11
Bihar,Banka,2029339,3018,672,105,100,-70,+3,-8,-44,-20,+11
Bihar,Begusarai,2954367,1917,1540,156,124,-70,+3,-8,-44,-20,+11
Bihar,Bhagalpur,3032226,2569,1180,95,66,-70,+3,-8,-44,-20,+11
Bihar,Bhojpur,2720155,2473,1136,47,24,-70,+3,-8,-44,-20,+11
Bihar,Buxar,1707643,1624,1003,114,55,-70,+3,-8,-44,-20,+11
Bihar,Darbhanga,3921971,2278,1721,65,57,-70,+3,-8,-44,-20,+11
Bihar,East Champaran,5082868,3969,1281,73,61,-70,+3,-8,-44,-20,+11
Bihar,Gaya,4379383,4978,880,52,46,-70,+3,-8,-44,-20,+11
Bihar,Gopalganj,2558037,2033,1258,99,49,-70,+3,-8,-44,-20,+11
Bihar,Jamui,1756078,3099,567,29,29,-70,+3,-8,-44,-20,+11
Bihar,Jehanabad,1124176,1569,1206,108,101,-70,+3,-8,-44,-20,+11
Bihar,Kaimur,1626900,3363,488,49,17,-70,+3,-8,-44,-20,+11
Bihar,Katihar,3068149,3056,1004,134,125,-70,+3,-8,-44,-20,+11
Bihar,Khagaria,1657599,1486,1115,145,126,-70,+3,-8,-44,-20,+11
Bihar,Kishanganj,1690948,1884,898,31,19,-70,+3,-8,-44,-20,+11
Bihar,Lakhisarai,1000717,1229,815,32,27,-70,+3,-8,-44,-20,+11
Bihar,Madhepura,1994618,1787,1116,43,34,-70,+3,-8,-44,-20,+11
Bihar,Madhubani,4476044,3501,1279,146,125,-70,+3,-8,-44,-20,+11
Bihar,Munger,1359054,1419,958,148,41,-70,+3,-8,-44,-20,+11
Bihar,Muzaffarpur,4778610,3173,1506,38,21,-70,+3,-8,-44,-20,+11
Bihar,Nalanda,2872523,2354,1220,88,17,-70,+3,-8,-44,-20,+11
Bihar,Nawada,2216653,2492,889,70,51,-70,+3,-8,-44,-20,+11
Bihar,Patna,5772804,3202,1803,211,135,-70,+3,-8,-44,-20,+11
Bihar,Purnia,3273127,3228,1014,45,43,-70,+3,-8,-44,-20,+11
Bihar,Rohtas,2962593,3850,763,166,106,-70,+3,-8,-44,-20,+11
Bihar,Saharsa,1897102,1702,1125,54,52,-70,+3,-8,-44,-20,+11
Bihar,Samastipur,4254782,2905,1465,61,58,-70,+3,-8,-44,-20,+11
Bihar,Saran,3943098,2641,1493,43,34,-70,+3,-8,-44,-20,+11
Bihar,Sheikhpura,634927,689,922,52,45,-70,+3,-8,-44,-20,+11
Bihar,Sheohar,656916,443,1882,6,4,-70,+3,-8,-44,-20,+11
Bihar,Sitamarhi,3419622,2199,1491,39,32,-70,+3,-8,-44,-20,+11
Bihar,Siwan,3318176,2219,1495,62,20,-70,+3,-8,-44,-20,+11
Bihar,Supaul,2228397,2410,919,57,54,-70,+3,-8,-44,-20,+11
Bihar,Vaishali,3495021,2036,1717,59,51,-70,+3,-8,-44,-20,+11
Bihar,West Champaran,3935042,5229,753,42,31,-70,+3,-8,-44,-20,+11
Chhattisgarh,Balod,826165,3527,234,18,16,-79,-35,-58,-67,-39,+20
Chhattisgarh,Baloda Bazar,1305343,4748,275,19,19,-79,-35,-58,-67,-39,+20
Chhattisgarh,Balrampur,598855,3806,157,8,8,-79,-35,-58,-67,-39,+20
Chhattisgarh,Bastar,1302253,4030,87,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Bijapur,229832,6562,35,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Bilaspur,1961922,5818,337,40,39,-79,-35,-58,-67,-39,+20
Chhattisgarh,Dhamtari,799199,2029,394,2,2,-79,-35,-58,-67,-39,+20
Chhattisgarh,Durg,3343079,8542,391,10,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Gariaband,597653,5823,103,5,5,-79,-35,-58,-67,-39,+20
Chhattisgarh,Janjgir Champa,1620632,3848,421,15,12,-79,-35,-58,-67,-39,+20
Chhattisgarh,Jashpur,852043,5825,146,1,1,-79,-35,-58,-67,-39,+20
Chhattisgarh,Kabeerdham,584667,4237,195,13,7,-79,-35,-58,-67,-39,+20
Chhattisgarh,Kondagaon,578326,7769,74,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Korba,1206563,6615,183,41,13,-79,-35,-58,-67,-39,+20
Chhattisgarh,Koriya,659039,6578,100,8,8,-79,-35,-58,-67,-39,+20
Chhattisgarh,Mahasamund,1032275,4779,216,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Mungeli,701707,2750,255,43,43,-79,-35,-58,-67,-39,+20
Chhattisgarh,Narayanpur,140206,6640,20,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Raigarh,1493627,7068,211,10,10,-79,-35,-58,-67,-39,+20
Chhattisgarh,Raipur,4062160,13083,310,9,2,-79,-35,-58,-67,-39,+20
Chhattisgarh,Rajnandgaon,1537520,8062,191,35,34,-79,-35,-58,-67,-39,+20
Chhattisgarh,Sukma,249000,5636,49,0,0,-79,-35,-58,-67,-39,+20
Chhattisgarh,Surajpur,660280,6787,150,7,1,-79,-35,-58,-67,-39,+20
Chhattisgarh,Surguja,420661,3265,150,7,7,-79,-35,-58,-67,-39,+20
Goa,North Goa,817761,1736,471,6,0,-71,-32,-73,-39,-29,+14
Goa,South Goa,639962,1966,326,18,17,-71,-32,-73,-39,-29,+14
Gujrat,Ahmedabad,7208200,8707,890,10590,5681,-84,-45,-68,-55,-53,+30
Gujrat,Amreli,1513614,6760,205,6,6,-84,-45,-68,-55,-53,+30
Gujrat,Anand,2090276,2942,711,93,6,-84,-45,-68,-55,-53,+30
Gujrat,Aravalli,1051746,3217,327,99,19,-84,-45,-68,-55,-53,+30
Gujrat,Banaskantha,3116045,12703,290,99,17,-84,-45,-68,-55,-53,+30
Gujrat,Bharuch,1550822,6524,238,37,6,-84,-45,-68,-55,-53,+30
Gujrat,Bhavnagar,2877961,11155,288,117,18,-84,-45,-68,-55,-53,+30
Gujrat,Botad,656005,2564,256,57,2,-84,-45,-68,-55,-53,+30
Gujrat,Dahod,2126558,3642,582,36,18,-84,-45,-68,-55,-53,+30
Gujrat,Dang,226769,1764,129,2,0,-84,-45,-68,-55,-53,+30
Gujrat,Devbhumi Dwarka,752484,5684,132,12,1,-84,-45,-68,-55,-53,+30
Gujrat,Gandhinagar,1387478,649,660,225,91,-84,-45,-68,-55,-53,+30
Gujrat,Gir Somnath,1217477,3754,324,44,22,-84,-45,-68,-55,-53,+30
Gujrat,Jamnagar,2159130,14125,153,47,14,-84,-45,-68,-55,-53,+30
Gujrat,Junagadh,2742291,8839,310,26,18,-84,-45,-68,-55,-53,+30
Gujrat,Kheda,2298934,4215,541,63,25,-84,-45,-68,-55,-53,+30
Gujrat,Kutch,2090313,45652,46,64,51,-84,-45,-68,-55,-53,+30
Gujrat,Mahisagar,994624,2500,398,88,46,-84,-45,-68,-55,-53,+30
Gujrat,Mehsana,2027727,4386,462,102,42,-84,-45,-68,-55,-53,+30
Gujrat,Morbi,960329,4871,197,3,1,-84,-45,-68,-55,-53,+30
Gujrat,Narmada,590379,2749,214,18,5,-84,-45,-68,-55,-53,+30
Gujrat,Navsari,1330711,2211,602,16,8,-84,-45,-68,-55,-53,+30
Gujrat,Panchmahal,2388267,5219,458,77,4,-84,-45,-68,-55,-53,+30
Gujrat,Patan,1342746,5738,234,72,33,-84,-45,-68,-55,-53,+30
Gujrat,Porbandar,586062,2294,255,7,3,-84,-45,-68,-55,-53,+30
Gujrat,Rajkot,3157676,11203,282,93,25,-84,-45,-68,-55,-53,+30
Gujrat,Sabarkantha,2427346,7390,328,89,66,-84,-45,-68,-55,-53,+30
Gujrat,Surat,4996391,4327,653,1351,358,-84,-45,-68,-55,-53,+30
Gujrat,Surendranagar,1755873,10489,167,25,22,-84,-45,-68,-55,-53,+30
Gujrat,Tapi,806489,3435,249,6,4,-84,-45,-68,-55,-53,+30
Gujrat,Vadodara,3639775,7794,467,854,309,-84,-45,-68,-55,-53,+30
Gujrat,Valsad,1703068,3034,561,20,14,-84,-45,-68,-55,-53,+30
Haryana,Ambala,1136784,1569,722,42,0,-72,-22,-87,-57,-41,+21
Haryana,Bhiwani,1629109,5140,341,11,5,-72,-22,-87,-57,-41,+21
Haryana,Charkhi Dadri,502276,1370,367,7,6,-72,-22,-87,-57,-41,+21
Haryana,Faridabad,1798954,783,2298,213,87,-72,-22,-87,-57,-41,+21
Haryana,Fatehabad,941522,2538,371,9,3,-72,-22,-87,-57,-41,+21
Haryana,Hisar,1742815,3788,438,20,17,-72,-22,-87,-57,-41,+21
Haryana,Jhajjar,956907,1868,522,93,3,-72,-22,-87,-57,-41,+21
Haryana,Jind,1332042,2702,493,27,9,-72,-22,-87,-57,-41,+21
Haryana,Kaithal,1072861,2799,467,6,2,-72,-22,-87,-57,-41,+21
Haryana,Karnal,1506323,2471,598,33,16,-72,-22,-87,-57,-41,+21
Haryana,Kurukshetra,964231,1530,630,18,15,-72,-22,-87,-57,-41,+21
Haryana,Mahendragarh,921680,1900,485,21,15,-72,-22,-87,-57,-41,+21
Haryana,Nuh,1089406,1765,729,65,0,-72,-22,-87,-57,-41,+21
Haryana,Palwal,1040493,1367,761,41,4,-72,-22,-87,-57,-41,+21
Haryana,Panchkula,558890,816,622,25,1,-72,-22,-87,-57,-41,+21
Haryana,Panipat,1202811,1250,949,54,18,-72,-22,-87,-57,-41,+21
Haryana,Rewari,896129,1559,562,16,15,-72,-22,-87,-57,-41,+21
Haryana,Rohtak,1058683,1668,607,16,5,-72,-22,-87,-57,-41,+21
Haryana,Sirsa,1295114,4276,303,10,2,-72,-22,-87,-57,-41,+21
Haryana,Sonipat,1480080,2260,697,163,38,-72,-22,-87,-57,-41,+21
Haryana,Yamunanagar,1214162,1756,687,8,0,-72,-22,-87,-57,-41,+21
Himachal Pradesh,Bilaspur,382056,1167,327,40,39,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Chamba,518844,6528,80,18,7,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Hamirpur,454293,1118,406,71,64,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Kangra,1507223,5739,263,59,42,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Kinnaur,84298,6401,13,0,0,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Kullu,437474,5503,79,1,1,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Lahaul and Spiti,31528,13835,2,0,0,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Mandi,999518,3950,253,11,9,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Shimla,813384,5131,159,7,6,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Sirmaur,530164,2825,188,4,2,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Solan,576670,1936,298,20,14,-64,-13,-37,-21,-13,+10
Himachal Pradesh,Una,521057,1540,328,31,14,-64,-13,-37,-21,-13,+10
Jharkhand,Bokaro,2061918,2861,716,17,7,-76,-32,-44,-53,-30,+18
Jharkhand,Chatra,1042304,3700,275,2,2,-76,-32,-44,-53,-30,+18
Jharkhand,Deoghar,1491879,2479,602,5,0,-76,-32,-44,-53,-30,+18
Jharkhand,Dhanbad,2682662,2075,1284,7,5,-76,-32,-44,-53,-30,+18
Jharkhand,Dumka,1321096,4404,300,2,0,-76,-32,-44,-53,-30,+18
Jharkhand,East Singhbhum,2291032,3533,648,25,25,-76,-32,-44,-53,-30,+18
Jharkhand,Garhwa,1322387,4064,327,52,49,-76,-32,-44,-53,-30,+18
Jharkhand,Giridih,2445203,4887,497,16,13,-76,-32,-44,-53,-30,+18
Jharkhand,Godda,1311382,2110,622,1,0,-76,-32,-44,-53,-30,+18
Jharkhand,Gumla,1025656,5327,193,10,10,-76,-32,-44,-53,-30,+18
Jharkhand,Hazaribagh,1734005,4302,403,45,42,-76,-32,-44,-53,-30,+18
Jharkhand,Jamtara,790207,1802,439,2,0,-76,-32,-44,-53,-30,+18
Jharkhand,Khunti,530299,2467,215,0,0,-76,-32,-44,-53,-30,+18
Jharkhand,Koderma,717169,1312,427,29,27,-76,-32,-44,-53,-30,+18
Jharkhand,Latehar,725673,3630,200,4,4,-76,-32,-44,-53,-30,+18
Jharkhand,Lohardaga,461738,1494,310,2,2,-76,-32,-44,-53,-30,+18
Jharkhand,Pakur,899200,1805,498,0,0,-76,-32,-44,-53,-30,+18
Jharkhand,Palamu,1936319,5082,381,15,0,-76,-32,-44,-53,-30,+18
Jharkhand,Ramgarh,949159,1212,684,10,10,-76,-32,-44,-53,-30,+18
Jharkhand,Ranchi,2912022,7974,557,125,23,-76,-32,-44,-53,-30,+18
Jharkhand,Sahibganj,1150038,1599,719,0,0,-76,-32,-44,-53,-30,+18
Jharkhand,Simdega,599813,3750,160,7,5,-76,-32,-44,-53,-30,+18
Jharkhand,West Singhbhum,1501619,7186,209,6,6,-76,-32,-44,-53,-30,+18
Karnataka,Bagalkote,1890826,6583,288,78,24,-70,-16,-71,-41,-33,+18
Karnataka,Ballari,2532383,8439,300,37,23,-70,-16,-71,-41,-33,+18
Karnataka,Bengaluru Rural,987257,2239,441,11,4,-70,-16,-71,-41,-33,+18
Karnataka,Bengaluru Urban,9588910,2190,4378,278,119,-70,-16,-71,-41,-33,+18
Karnataka,Bidar,1700018,5448,312,96,73,-70,-16,-71,-41,-33,+18
Karnataka,Chamarajanagara,1020962,5102,200,0,0,-70,-16,-71,-41,-33,+18
Karnataka,Chikkaballapura,1254377,4208,298,127,106,-70,-16,-71,-41,-33,+18
Karnataka,Chikkamagaluru,1137753,7201,158,10,10,-70,-16,-71,-41,-33,+18
Karnataka,Chitradurga,1660378,8437,197,31,26,-70,-16,-71,-41,-33,+18
Karnataka,Dakshina Kannada,2083625,4559,457,67,45,-70,-16,-71,-41,-33,+18
Karnataka,Davanagere,1946905,5926,329,134,80,-70,-16,-71,-41,-33,+18
Karnataka,Dharwad,1846993,4265,434,43,33,-70,-16,-71,-41,-33,+18
Karnataka,Gadag,1065235,4651,229,35,30,-70,-16,-71,-41,-33,+18
Karnataka,Hassan,1776221,6814,261,113,113,-70,-16,-71,-41,-33,+18
Karnataka,Haveri,1598506,4825,331,6,4,-70,-16,-71,-41,-33,+18
Karnataka,Kodagu,554762,4102,135,3,2,-70,-16,-71,-41,-33,+18
Karnataka,Kolar,1540231,4012,384,18,18,-70,-16,-71,-41,-33,+18
Karnataka,Koppal,1391292,5565,250,4,4,-70,-16,-71,-41,-33,+18
Karnataka,Mandya,1808680,4961,365,254,227,-70,-16,-71,-41,-33,+18
Karnataka,Mysuru,2994744,6854,437,90,2,-70,-16,-71,-41,-33,+18
Karnataka,Raichur,1924773,6839,228,66,66,-70,-16,-71,-41,-33,+18
Karnataka,Ramanagara,1082739,3573,303,1,1,-70,-16,-71,-41,-33,+18
Karnataka,Shivamogga,1755512,8495,207,36,36,-70,-16,-71,-41,-33,+18
Karnataka,Tumakuru,2681449,10598,253,27,20,-70,-16,-71,-41,-33,+18
Karnataka,Udupi,1177908,3879,304,111,107,-70,-16,-71,-41,-33,+18
Karnataka,Uttara Kannada,1353299,10291,132,71,37,-70,-16,-71,-41,-33,+18
Karnataka,Vijayapura,2175102,10517,207,75,27,-70,-16,-71,-41,-33,+18
Karnataka,Yadgir,1172985,5225,224,139,139,-70,-16,-71,-41,-33,+18
Kerala,Alappuzha,2121943,1415,1501,28,22,-72,+8,-12,-32,-24,+19
Kerala,Ernakulam,3279860,3063,1069,39,11,-72,+8,-12,-32,-24,+19
Kerala,Idukki,1107453,4356,254,26,2,-72,+8,-12,-32,-24,+19
Kerala,Kannur,2525637,2961,852,194,77,-72,+8,-12,-32,-24,+19
Kerala,Kasaragod,1302600,1989,654,232,41,-72,+8,-12,-32,-24,+19
Kerala,Kollam,2629703,2483,1056,43,20,-72,+8,-12,-32,-24,+19
Kerala,Kottayam,1979384,2206,896,40,16,-72,+8,-12,-32,-24,+19
Kerala,Kozhikode,3089543,2345,1318,51,26,-72,+8,-12,-32,-24,+19
Kerala,Malappuram,4110956,3554,1058,82,52,-72,+8,-12,-32,-24,+19
Kerala,Palakkad,2810892,4482,627,96,81,-72,+8,-12,-32,-24,+19
Kerala,Pathanamthitta,1195537,2652,453,30,13,-72,+8,-12,-32,-24,+19
Kerala,Thrissur,3110327,3027,1026,38,22,-72,+8,-12,-32,-24,+19
Kerala,Thiruvananthapuram,3307284,2189,1509,42,25,-72,+8,-12,-32,-24,+19
Kerala,Wayanad,816558,2130,383,23,8,-72,+8,-12,-32,-24,+19
Madhya Pradesh,Alirajpur,728677,3182,229,3,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Anuppur,749521,3747,200,3,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Ashoknagar,844979,4674,181,12,9,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Balaghat,1701156,9229,184,6,6,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Barwani,1385659,5432,256,40,14,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Betul,1575247,10043,157,19,18,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Bhind,1703562,4459,382,49,42,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Bhopal,2368145,2772,854,1271,420,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Burhanpur,756993,3427,221,278,166,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Chhatarpur,1762857,8687,203,6,6,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Chhindwara,2090306,11815,177,5,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Damoh,1263703,7306,173,8,8,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Datia,786375,2694,292,7,4,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Dewas,1563107,7020,223,83,33,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Dhar,2184672,8153,268,111,5,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Dindori,704218,7427,94,16,15,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Guna,1240938,6485,194,2,1,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Gwalior,2030543,5465,445,107,69,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Harda,570302,3339,171,3,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Hoshangabad,1240975,6698,185,37,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Indore,3272335,3898,839,3064,1472,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Jabalpur,2460714,5210,472,212,62,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Jhabua,1024091,6782,285,12,8,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Katni,1291684,4947,261,0,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Khandwa,1309443,7349,178,230,47,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Khargone,1872413,8010,233,118,19,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Mandla,1053522,5805,182,1,0,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Mandsaur,1339832,5530,242,88,28,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Morena,1965137,4991,394,83,58,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Narsinghpur,1092141,5133,213,2,2,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Neemuch,825958,4267,194,90,41,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Panna,1016028,7135,142,3,2,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Raisen,1331699,8466,157,68,3,-77,-29,-67,-51,-42,+22
Madhya Pradesh,Rajgarh,1546541,6143,251,3,3,-77,-29,-67,-51,-42,+22
